Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-03-05 00:00:00-05:00,610.0999755859375,610.9099731445312,592.0,598.5,3849600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-06 00:00:00-05:00,602.989990234375,607.9299926757812,593.5599975585938,597.6900024414062,2469600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-07 00:00:00-05:00,599.3400268554688,610.530029296875,595.9000244140625,608.510009765625,2742800,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-08 00:00:00-05:00,608.27001953125,616.0900268554688,600.8400268554688,604.8200073242188,2777200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-11 00:00:00-04:00,608.0800170898438,611.0,600.3699951171875,600.9299926757812,2500900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-12 00:00:00-04:00,600.2100219726562,615.2999877929688,596.27001953125,611.0800170898438,2821600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-13 00:00:00-04:00,613.3699951171875,614.8499755859375,607.2100219726562,609.4500122070312,2192100,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-14 00:00:00-04:00,615.0,620.7999877929688,607.3499755859375,613.010009765625,3120500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-15 00:00:00-04:00,622.9199829101562,622.9199829101562,603.8200073242188,605.8800048828125,6671600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-18 00:00:00-04:00,613.5599975585938,627.4099731445312,610.4500122070312,618.3900146484375,3344200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-19 00:00:00-04:00,615.6199951171875,621.280029296875,608.0,620.739990234375,2142600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-20 00:00:00-04:00,619.9500122070312,629.510009765625,618.3400268554688,627.6900024414062,2639500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-21 00:00:00-04:00,630.6500244140625,634.3599853515625,622.3300170898438,622.7100219726562,2507700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-22 00:00:00-04:00,624.1599731445312,629.0499877929688,621.0,628.010009765625,2135700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-25 00:00:00-04:00,627.9000244140625,630.4600219726562,623.1599731445312,627.4600219726562,1803300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-26 00:00:00-04:00,625.2000122070312,634.3900146484375,619.1799926757812,629.239990234375,2804500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-27 00:00:00-04:00,629.010009765625,631.3499755859375,610.72998046875,613.530029296875,2628300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-03-28 00:00:00-04:00,614.989990234375,615.0,601.5900268554688,607.3300170898438,3708800,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-01 00:00:00-04:00,608.0,615.1099853515625,605.5700073242188,614.3099975585938,2115900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-02 00:00:00-04:00,611.0,615.030029296875,605.510009765625,614.2100219726562,2029200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-03 00:00:00-04:00,612.75,630.4099731445312,611.5,630.0800170898438,2931200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-04 00:00:00-04:00,633.2100219726562,638.0,616.5800170898438,617.1400146484375,3064300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-05 00:00:00-04:00,624.9199829101562,637.9099731445312,622.7100219726562,636.1799926757812,3378800,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-08 00:00:00-04:00,636.3900146484375,639.0,628.1099853515625,628.4099731445312,2145700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-09 00:00:00-04:00,631.989990234375,631.989990234375,615.6300048828125,618.2000122070312,2143600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-10 00:00:00-04:00,610.969970703125,620.1400146484375,609.3400268554688,618.5800170898438,2806200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-11 00:00:00-04:00,624.4199829101562,631.6599731445312,617.239990234375,628.780029296875,2662700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-12 00:00:00-04:00,628.22998046875,633.1199951171875,618.9199829101562,622.8300170898438,2959300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-15 00:00:00-04:00,630.1699829101562,630.1699829101562,603.8699951171875,607.1500244140625,3085400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-16 00:00:00-04:00,607.5,622.4500122070312,607.5,617.52001953125,3519100,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-17 00:00:00-04:00,620.969970703125,620.969970703125,607.7100219726562,613.6900024414062,3312200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-18 00:00:00-04:00,612.0999755859375,621.3300170898438,605.4299926757812,610.5599975585938,8468400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-19 00:00:00-04:00,567.8800048828125,579.0,552.1599731445312,555.0399780273438,16449700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-22 00:00:00-04:00,550.6599731445312,558.6099853515625,542.010009765625,554.5999755859375,8597700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-23 00:00:00-04:00,556.489990234375,579.2100219726562,555.280029296875,577.75,4975500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-24 00:00:00-04:00,574.3099975585938,576.9099731445312,551.2999877929688,555.1199951171875,5355300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-25 00:00:00-04:00,549.4600219726562,566.5399780273438,545.7100219726562,564.7999877929688,3807100,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-26 00:00:00-04:00,558.2100219726562,562.9199829101562,553.1900024414062,561.22998046875,4332600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-29 00:00:00-04:00,559.1799926757812,559.6400146484375,554.239990234375,559.489990234375,2508900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-04-30 00:00:00-04:00,560.0,560.0,549.3800048828125,550.6400146484375,3361500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-01 00:00:00-04:00,547.8400268554688,560.3900146484375,544.25,551.7100219726562,3473200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-02 00:00:00-04:00,556.02001953125,565.4600219726562,555.5900268554688,565.1500244140625,3068200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-03 00:00:00-04:00,566.0,580.260009765625,565.1599731445312,579.3400268554688,3307500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-06 00:00:00-04:00,581.8200073242188,597.3400268554688,580.25,596.969970703125,3686300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-07 00:00:00-04:00,596.280029296875,606.0499877929688,591.3200073242188,606.0,3614100,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-08 00:00:00-04:00,601.6300048828125,618.219970703125,601.6300048828125,609.469970703125,3093900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-09 00:00:00-04:00,614.4000244140625,615.719970703125,605.75,612.0900268554688,2065400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-10 00:00:00-04:00,619.0,623.97998046875,605.0599975585938,610.8699951171875,2653600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-13 00:00:00-04:00,614.2999877929688,618.219970703125,606.8300170898438,616.5900268554688,2086200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-14 00:00:00-04:00,615.1699829101562,621.47998046875,608.4000244140625,613.6599731445312,2792400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-15 00:00:00-04:00,618.5700073242188,624.0999755859375,609.0999755859375,613.52001953125,5670600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-16 00:00:00-04:00,615.75,618.3400268554688,609.0900268554688,610.52001953125,3056400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-17 00:00:00-04:00,617.0,625.7899780273438,614.7100219726562,621.0999755859375,3782700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-20 00:00:00-04:00,620.4000244140625,644.3699951171875,619.52001953125,640.8200073242188,3857900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-21 00:00:00-04:00,636.760009765625,650.8800048828125,634.219970703125,650.6099853515625,2920200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-22 00:00:00-04:00,647.1400146484375,649.25,638.1199951171875,640.469970703125,2176200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-23 00:00:00-04:00,642.3400268554688,642.7100219726562,630.0,635.6699829101562,2313900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-24 00:00:00-04:00,639.4000244140625,652.0,637.5999755859375,646.75,2615300,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-28 00:00:00-04:00,647.0499877929688,649.75,643.030029296875,649.0,2609500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-29 00:00:00-04:00,644.1300048828125,664.25,643.8900146484375,654.6199951171875,3695900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-30 00:00:00-04:00,653.52001953125,656.489990234375,644.72998046875,647.6599731445312,2388900,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-05-31 00:00:00-04:00,644.010009765625,648.5800170898438,628.2999877929688,641.6199951171875,4071000,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-03 00:00:00-04:00,645.219970703125,646.780029296875,627.27001953125,633.7899780273438,2323500,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-04 00:00:00-04:00,633.780029296875,635.22998046875,626.4400024414062,631.6199951171875,3008200,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-05 00:00:00-04:00,634.02001953125,651.25,628.25,650.27001953125,2682600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-06 00:00:00-04:00,644.8900146484375,657.989990234375,644.239990234375,648.52001953125,2466700,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-07 00:00:00-04:00,649.3800048828125,650.4000244140625,640.239990234375,641.469970703125,1876600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-10 00:00:00-04:00,641.010009765625,644.7899780273438,635.5900268554688,644.5,2064400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-11 00:00:00-04:00,640.719970703125,650.1900024414062,640.52001953125,648.5499877929688,2167400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-12 00:00:00-04:00,652.2100219726562,655.780029296875,643.1099853515625,650.0599975585938,2094400,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-13 00:00:00-04:00,644.0,655.25,642.3499755859375,653.260009765625,1863600,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
2024-06-14 00:00:00-04:00,655.0499877929688,675.5800170898438,652.6400146484375,669.3800048828125,4447100,0.0,0.0,2387632.0,2886250.0,1341.15,660.8,1229.8925,1038.6427,515800694784.0,Entertainment,Communication Services,NMS,NFLX
