Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume,averageDailyVolume10Day,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,marketCap,industry,sector,exchange,Symbol
2024-01-30 00:00:00-05:00,157.0399932861328,161.1699981689453,156.67999267578125,161.00999450683594,1197700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-01-31 00:00:00-05:00,159.72999572753906,163.57000732421875,158.35000610351562,159.52999877929688,1053100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-01 00:00:00-05:00,161.5,162.78900146484375,158.93499755859375,162.5,802900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-02 00:00:00-05:00,161.9600067138672,170.3300018310547,160.6699981689453,169.75999450683594,1093800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-05 00:00:00-05:00,172.58999633789062,174.32200622558594,161.0399932861328,169.74000549316406,1906900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-06 00:00:00-05:00,169.72999572753906,174.64999389648438,168.5800018310547,173.32000732421875,2485400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-07 00:00:00-05:00,171.16000366210938,172.9199981689453,160.52999877929688,164.82000732421875,4177800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-08 00:00:00-05:00,167.6699981689453,174.1999969482422,167.6699981689453,171.5399932861328,1911700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-09 00:00:00-05:00,172.75,175.74000549316406,170.66000366210938,174.52000427246094,1517600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-12 00:00:00-05:00,173.8800048828125,179.5800018310547,171.55999755859375,171.91000366210938,1404700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-13 00:00:00-05:00,165.0,172.83999633789062,163.80999755859375,167.86000061035156,1342800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-14 00:00:00-05:00,170.5500030517578,172.02999877929688,165.0500030517578,166.77999877929688,1199900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-15 00:00:00-05:00,168.0,175.5399932861328,168.0,175.25999450683594,1256700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-16 00:00:00-05:00,175.47000122070312,177.1699981689453,172.22000122070312,173.97999572753906,857700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-20 00:00:00-05:00,173.0,175.1300048828125,168.77999877929688,171.3699951171875,959300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-21 00:00:00-05:00,170.13999938964844,176.26600646972656,170.00999450683594,172.3300018310547,729800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-22 00:00:00-05:00,176.58999633789062,183.61599731445312,176.24200439453125,182.3699951171875,1163400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-23 00:00:00-05:00,182.0,186.9600067138672,179.5019989013672,185.94000244140625,1201900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-26 00:00:00-05:00,188.17999267578125,200.4900054931641,188.0,199.6100006103516,1602000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-27 00:00:00-05:00,200.91000366210935,204.72000122070312,197.70700073242188,202.0,1504100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-28 00:00:00-05:00,200.3600006103516,206.6000061035156,199.41400146484372,204.75,1271900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-02-29 00:00:00-05:00,206.0,209.97000122070312,203.58999633789065,208.52999877929688,1213700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-01 00:00:00-05:00,210.0,217.70700073242188,207.6000061035156,217.3999938964844,1314200,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-04 00:00:00-05:00,219.97000122070312,221.8300018310547,205.6300048828125,208.9600067138672,1901000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-05 00:00:00-05:00,206.07000732421875,206.5,192.52999877929688,201.6199951171875,2488700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-06 00:00:00-05:00,207.44000244140625,212.8950042724609,206.5399932861328,207.00999450683597,1296200,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-07 00:00:00-05:00,207.72999572753903,212.1000061035156,207.0800018310547,209.92999267578125,755900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-08 00:00:00-05:00,210.72999572753903,213.83999633789065,200.75,200.91000366210935,1480600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-11 00:00:00-04:00,199.05999755859372,199.3000030517578,192.67999267578125,193.97999572753903,1366200,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-12 00:00:00-04:00,195.25,206.57000732421875,194.1300048828125,205.30999755859372,1180100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-13 00:00:00-04:00,204.9900054931641,209.72000122070312,203.64599609375,206.4199981689453,827100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-14 00:00:00-04:00,206.91000366210935,207.81300354003903,198.2400054931641,200.2899932861328,794800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-15 00:00:00-04:00,198.3600006103516,201.51199340820312,194.83999633789065,199.3699951171875,1655600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-18 00:00:00-04:00,202.0,206.41000366210935,195.63999938964844,196.8600006103516,1178700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-19 00:00:00-04:00,194.5,195.2350006103516,187.1300048828125,190.6699981689453,1495700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-20 00:00:00-04:00,190.7700042724609,201.41000366210935,187.6699981689453,200.5399932861328,1100800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-21 00:00:00-04:00,203.4199981689453,209.3600006103516,196.72000122070312,207.30999755859372,1363200,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-22 00:00:00-04:00,207.0,209.6999969482422,202.19000244140625,205.6000061035156,991500,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-25 00:00:00-04:00,204.3500061035156,207.00799560546875,199.3999938964844,200.0399932861328,1124600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-26 00:00:00-04:00,202.4600067138672,206.02999877929688,197.6300048828125,197.82000732421875,865000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-27 00:00:00-04:00,199.5500030517578,200.0500030517578,192.9199981689453,196.25,923500,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-03-28 00:00:00-04:00,197.3699951171875,200.6499938964844,193.8999938964844,196.02999877929688,957700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-01 00:00:00-04:00,195.9900054931641,196.36099243164065,187.0500030517578,191.97000122070312,1706100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-02 00:00:00-04:00,185.44000244140625,186.4600067138672,181.2100067138672,185.92999267578125,1706300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-03 00:00:00-04:00,174.9600067138672,179.75,163.33999633789062,163.77000427246094,4094800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-04 00:00:00-04:00,165.89999389648438,169.89999389648438,162.2899932861328,162.52999877929688,2345300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-05 00:00:00-04:00,163.33999633789062,165.3300018310547,160.61300659179688,161.3800048828125,2635700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-08 00:00:00-04:00,161.5399932861328,168.7899932861328,161.5399932861328,165.66000366210938,1336500,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-09 00:00:00-04:00,168.5,170.89999389648438,165.82000732421875,170.14999389648438,1941800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-10 00:00:00-04:00,168.49000549316406,174.4199981689453,166.39999389648438,167.17999267578125,1658600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-11 00:00:00-04:00,168.3000030517578,171.60000610351562,166.14199829101562,167.22000122070312,1155700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-12 00:00:00-04:00,165.0,168.07000732421875,161.77000427246094,162.91000366210938,1235000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-15 00:00:00-04:00,165.16000366210938,167.93899536132812,162.6999969482422,163.39999389648438,1161100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-16 00:00:00-04:00,163.0,167.39999389648438,162.61000061035156,165.67999267578125,1146100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-17 00:00:00-04:00,169.75,173.64999389648438,163.60000610351562,166.25999450683594,1729600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-18 00:00:00-04:00,163.97999572753906,172.08999633789062,162.63999938964844,167.50999450683594,2232500,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-19 00:00:00-04:00,165.80999755859375,165.8800048828125,154.4199981689453,156.72999572753906,2667900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-22 00:00:00-04:00,155.14999389648438,162.52999877929688,153.72000122070312,161.4600067138672,1560000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-23 00:00:00-04:00,164.47999572753906,178.1300048828125,163.10000610351562,176.99000549316406,2511400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-24 00:00:00-04:00,177.50999450683594,181.97000122070312,172.69900512695312,176.97999572753906,2516100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-25 00:00:00-04:00,173.44000244140625,178.9600067138672,169.5,176.02999877929688,2059300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-26 00:00:00-04:00,176.72000122070312,179.74000549316406,172.0,179.6300048828125,1512200,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-29 00:00:00-04:00,180.3699951171875,182.72999572753903,170.67999267578125,171.86000061035156,1524900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-04-30 00:00:00-04:00,171.00999450683594,172.22000122070312,162.22999572753906,162.52999877929688,1701300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-01 00:00:00-04:00,161.55999755859375,162.5800018310547,154.5,158.52000427246094,1591700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-02 00:00:00-04:00,161.1999969482422,161.24000549316406,156.27000427246094,160.52999877929688,1153100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-03 00:00:00-04:00,162.97999572753906,164.89999389648438,158.7899932861328,160.1199951171875,1024800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-06 00:00:00-04:00,162.36000061035156,166.2899932861328,161.44000244140625,164.69000244140625,914800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-07 00:00:00-04:00,161.83999633789062,165.75999450683594,160.2899932861328,163.61000061035156,893600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-08 00:00:00-04:00,162.47000122070312,164.67999267578125,159.6300048828125,161.3800048828125,803600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-09 00:00:00-04:00,162.36000061035156,170.88999938964844,160.9080047607422,170.42999267578125,1221000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-10 00:00:00-04:00,171.4499969482422,171.50999450683594,162.25999450683594,164.08999633789062,1064600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-13 00:00:00-04:00,165.3000030517578,165.73800659179688,160.6699981689453,161.72999572753906,734300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-14 00:00:00-04:00,162.0,163.6199951171875,158.08999633789062,161.5500030517578,1082400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-15 00:00:00-04:00,166.49000549316406,169.76499938964844,164.3300018310547,168.32000732421875,1330700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-16 00:00:00-04:00,167.5,168.6199951171875,162.25,162.25999450683594,1318600,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-17 00:00:00-04:00,163.3300018310547,164.97999572753906,157.66000366210938,158.4499969482422,1372400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-20 00:00:00-04:00,157.0500030517578,158.0,150.49000549316406,153.77000427246094,1873400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-21 00:00:00-04:00,154.30999755859375,159.11500549316406,154.11000061035156,158.97000122070312,1339100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-22 00:00:00-04:00,157.67999267578125,159.80999755859375,155.3800048828125,155.6300048828125,2871800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-23 00:00:00-04:00,172.7899932861328,191.16000366210935,169.67999267578125,184.7700042724609,7666900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-24 00:00:00-04:00,185.50999450683597,197.8500061035156,184.0,191.4199981689453,2549400,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-28 00:00:00-04:00,192.8000030517578,193.63999938964844,183.6100006103516,193.2400054931641,1481300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-29 00:00:00-04:00,191.38999938964844,191.9900054931641,183.4199981689453,183.7700042724609,1143500,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-30 00:00:00-04:00,183.6000061035156,187.3000030517578,181.75,182.3999938964844,1145000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-05-31 00:00:00-04:00,185.1999969482422,187.41000366210935,177.99000549316406,186.91000366210935,1432300,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-03 00:00:00-04:00,188.00999450683597,201.8600006103516,188.00999450683597,196.4499969482422,1839000,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-04 00:00:00-04:00,198.1699981689453,198.4900054931641,189.4199981689453,189.7400054931641,1054700,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-05 00:00:00-04:00,189.4149932861328,189.4149932861328,181.50999450683597,184.72999572753903,1438900,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-06 00:00:00-04:00,185.22999572753903,187.33999633789065,182.47999572753903,183.50999450683597,1021800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-07 00:00:00-04:00,184.69000244140625,184.69000244140625,177.08999633789062,177.6300048828125,917100,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
2024-06-10 00:00:00-04:00,174.19000244140625,182.6199951171875,173.10000610351562,182.47999572753903,949800,0.0,0.0,2398839.0,1820230.0,147.33,49.4,118.7586,100.5471,7600774656.0,Household & Personal Products,Consumer Defensive,NYQ,ELF
